Orthogroup	protein_mansoni	sequence_Saccharomyces cerevisiae
OG0000950	6183.Smp_054120.1	NC_001137 Protein constituent of 66S pre-ribosomal particles_ contributes to processing of the 27S pre-rRNA [Saccharomyces cerevisiae]
OG0000951	6183.Smp_054240.1, 6183.Smp_122680.1	
OG0000952	6183.Smp_054340.2	NC_001141 Subunit beta of the cytosolic chaperonin Cct ring complex_ related to Tcp1p_ required for the assembly of actin and tubulins in vivo [Saccharomyces cerevisiae]
OG0000953	6183.Smp_054540.1	NC_001137 Microtubule-binding protein that together with Kar9p makes up the cortical microtubule capture site and delays the exit from mitosis when the spindle is oriented abnormally [Saccharomyces cerevisiae]
OG0000954	6183.Smp_054640.1, 6183.Smp_198280.1	
OG0000955	6183.Smp_054800.1, 6183.Smp_162910.1	
OG0000956	6183.Smp_055340.1, 6183.Smp_133660.1	
OG0000957	6183.Smp_055800.1	NC_001139 Nucleolar protein involved in rRNA processing and 60S ribosomal subunit biogenesis; constituent of several different pre-ribosomal particles; required for exit from G<sub>0</sub> and the initiation of cell proliferation [Saccharomyces cerevisiae]
OG0000958	6183.Smp_055880.2, 6183.Smp_079000.1	
OG0000959	6183.Smp_055890.1	NC_001142 Ribonucleotide-diphosphate reductase _RNR__ small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits [Saccharomyces cerevisiae]
OG0000960	6183.Smp_056360.8, 6183.Smp_193440.1	
OG0000961	6183.Smp_056500.1	NC_001138 Beta 7 subunit of the 20S proteasome [Saccharomyces cerevisiae]
OG0000962	6183.Smp_056640.1	NC_001143 U1 snRNP protein involved in splicing_ interacts with the branchpoint-binding protein during the formation of the second commitment complex [Saccharomyces cerevisiae]
OG0000963	6183.Smp_056860.1	NC_001144 Component of the RSC chromatin remodeling complex; essential gene required for cell cycle progression and maintenance of proper ploidy; phosphorylated in the G1 phase of the cell cycle; Snf5p paralog [Saccharomyces cerevisiae]
OG0000964	6183.Smp_057090.1, 6183.Smp_134660.1	
OG0000965	6183.Smp_057120.1, 6183.Smp_093430.1	
OG0000966	6183.Smp_057320.1	NC_001134 ATPase required for the release of Sec17p during the 'priming' step in homotypic vacuole fusion and for ER to Golgi transport; homolog of the mammalian NSF [Saccharomyces cerevisiae]
OG0000967	6183.Smp_057530.1, 6183.Smp_127840.1	
OG0000968	6183.Smp_058270.1, 6183.Smp_175020.1	
OG0000969	6183.Smp_058360.1, 6183.Smp_071970.1	
OG0000970	6183.Smp_058450.1, 6183.Smp_174110.1	
OG0000971	6183.Smp_058460.1	NC_001147 Subunit of the core complex of translation initiation factor 3_eIF3__ essential for translation; part of a subcomplex _Prt1p-Rpg1p-Nip1p_ that stimulates binding of mRNA and tRNA_i_Met to ribosomes [Saccharomyces cerevisiae]
OG0000972	6183.Smp_058650.1	NC_001136 Essential_ non-ATPase regulatory subunit of the 26S proteasome lid_ similar to mammalian p55 subunit and to another S. cerevisiae regulatory subunit_ Rpn7p [Saccharomyces cerevisiae]
OG0000973	6183.Smp_058680.2	NC_001147 Essential protein that binds ribosomal protein L11 and is required for nuclear export of the 60S pre-ribosomal subunit during ribosome biogenesis; mouse homolog shows altered expression in Huntington's disease model mice [Saccharomyces cerevisiae]
OG0000974	6183.Smp_059540.1	NC_001148 Signal recognition particle _SRP_ subunit _homolog of mammalian SRP54_; contains the signal sequence-binding activity of SRP_ interacts with the SRP RNA_ and mediates binding of SRP to signal receptor; contains GTPase domain [Saccharomyces cerevisiae]
OG0000975	6183.Smp_059800.1, 6183.Smp_134230.1	
OG0000976	6183.Smp_059910.3, 6183.Smp_133380.1	
OG0000977	6183.Smp_060160.1, 6183.Smp_151450.1	
OG0000978	6183.Smp_060480.1, 6183.Smp_167370.1	
OG0000979	6183.Smp_060620.1, 6183.Smp_097180.1	
OG0000980	6183.Smp_060900.1	NC_001136 Splicing factor_ component of the U4/U6-U5 snRNP complex [Saccharomyces cerevisiae]
OG0000981	6183.Smp_060910.1	NC_001148 Core Sm protein Sm F; part of heteroheptameric complex _with Smb1p_ Smd1p_ Smd2p_ Smd3p_ Sme1p_ and Smx2p_ that is part of the spliceosomal U1_ U2_ U4_ and U5 snRNPs; homolog of human Sm F [Saccharomyces cerevisiae]
OG0000982	6183.Smp_060940.1, 6183.Smp_079390.1	
OG0000983	6183.Smp_060950.1	NC_001134 Peripheral membrane protein required for vesicular transport between ER and Golgi and for the 'priming' step in homotypic vacuole fusion_ part of the cis-SNARE complex; has similarity to alpha-SNAP [Saccharomyces cerevisiae]
OG0000984	6183.Smp_061000.1, 6183.Smp_141120.1	
OG0000985	6183.Smp_061200.1	NC_001148 N-terminally acetylated ribosomal protein L37 of the large _60S_ ribosomal subunit_ nearly identical to Rpl33Bp and has similarity to rat L35a; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable [Saccharomyces cerevisiae]
OG0000986	6183.Smp_061300.1	NC_001139 Subunit _60 kDa_ of TFIID and SAGA complexes_ involved in transcription initiation of RNA polymerase II and in chromatin modification_ similar to histone H4 [Saccharomyces cerevisiae]
OG0000987	6183.Smp_061650.1	NC_001136 Essential_ non-ATPase regulatory subunit of the 26S proteasome lid required for the assembly and activity of the 26S proteasome; the human homolog _S9 protein_ partially rescues Rpn6p depletion [Saccharomyces cerevisiae]
OG0000988	6183.Smp_061940.1, 6183.Smp_153160.1	
OG0000989	6183.Smp_061950.1	NC_001146 Component of the SSU processome_ which is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma_70_-like motif and associate with RNAs [Saccharomyces cerevisiae]
OG0000990	6183.Smp_062300.1, 6183.Smp_130230.1	
OG0000991	6183.Smp_062610.1, 6183.Smp_155900.1	
OG0000992	6183.Smp_062790.1	NC_001147 Protein of the mitochondrial matrix involved in protein import into mitochondria; acts as a cochaperone and a nucleotide release factor for Ssc1p; homolog of E. coli GrpE [Saccharomyces cerevisiae]
OG0000993	6183.Smp_063110.1, 6183.Smp_166880.1	
OG0000994	6183.Smp_063420.1	NC_001142 Subunit of the cytosolic chaperonin Cct ring complex_ related to Tcp1p_ required for the assembly of actin and tubulins in vivo [Saccharomyces cerevisiae]
OG0000995	6183.Smp_063650.4	NC_001148 Transcription factor TFIIB_ a general transcription factor required for transcription initiation and start site selection by RNA polymerase II [Saccharomyces cerevisiae]
OG0000996	6183.Smp_064050.2	NC_001136 Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as pontin; member of the RUVB-like protein family [Saccharomyces cerevisiae]
OG0000997	6183.Smp_064260.1	NC_001140 Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain RNA binding domains; has similarity to human hRrp4p _EXOSC2_ [Saccharomyces cerevisiae]
OG0000998	6183.Smp_064510.1	NC_001147 Essential nuclear protein involved in proteasome maturation and synthesis of 40S ribosomal subunits; required for cleavage of the 20S pre-rRNA to generate the mature 18S rRNA [Saccharomyces cerevisiae]
OG0000999	6183.Smp_064520.1	NC_001140 Protein of unknown function required for establishment of sister chromatid cohesion; synthetically lethal with RFC5_ an RF-C subunit that links replication to cohesion establishment; YHR122W is an essential gene [Saccharomyces cerevisiae]
OG0001000	6183.Smp_064640.1	NC_001140 RNA binding protein_ component of the U1 snRNP protein; mutants are defective in meiotic recombination and in formation of viable spores_ involved in the formation of DSBs through meiosis-specific splicing of MER2 pre-mRNA [Saccharomyces cerevisiae]
OG0001001	6183.Smp_064650.1, 6183.Smp_178800.1	
OG0001002	6183.Smp_064750.1	NC_001136 Pantothenate kinase _ATP_D-pantothenate 4'-phosphotransferase_ EC 2.7.1.33_; catalyzes the first committed step in the universal biosynthetic pathway for synthesis of coenzyme A _CoA_ [Saccharomyces cerevisiae]
OG0001003	6183.Smp_065110.1	NC_001148 Mitochondrial inner membrane protein exposed to the mitochondrial matrix_ associates with mitochondrial ribosomes_ NOT required for respiratory growth; homolog of human Letm1_ a protein implicated in Wolf-Hirschhorn syndrome [Saccharomyces cerevisiae]
OG0001004	6183.Smp_065120.1	NC_001140 Deoxyhypusine synthase_ catalyzes formation of deoxyhypusine_ the first step in hypusine biosynthesis; triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels; tetrameric [Saccharomyces cerevisiae]
OG0001005	6183.Smp_065130.2	NC_001143 Protein involved in glycosylphosphatidylinositol _GPI_ anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes [Saccharomyces cerevisiae]
OG0001006	6183.Smp_065150.1	NC_001138 Acetyltransferase required for Smc3p acetylation during the establishment of sister chromatid cohesion during DNA replication; required in response to double-strand breaks and during postreplicative double-strand break repair [Saccharomyces cerevisiae]
OG0001007	6183.Smp_065210.2, 6183.Smp_161790.1	
OG0001008	6183.Smp_065470.3, 6183.Smp_081380.1	
OG0001009	6183.Smp_065840.1	NC_001146 Essential type II topoisomerase_ relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis [Saccharomyces cerevisiae]
OG0001010	6183.Smp_066050.1, 6183.Smp_141830.1	
OG0001011	6183.Smp_066260.1	NC_001146 Subunit of heteropentameric Replication factor C _RF-C__ which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen _PCNA_ processivity factor for DNA polymerases delta and epsilon [Saccharomyces cerevisiae]
OG0001012	6183.Smp_066630.1	NC_001134 Polypeptide release factor _eRF1_ in translation termination; mutant form acts as a recessive omnipotent suppressor; methylated by Mtq2p-Trm112p in ternary complex eRF1-eRF3-GTP; mutation of methylation site confers resistance to zymocin [Saccharomyces cerevisiae]
OG0001013	6183.Smp_066740.1	NC_001139 Protein associated with the mitochondrial nucleoid; putative mitochondrial ribosomal protein with similarity to E. coli L7/L12 ribosomal protein; required for normal respiratory growth [Saccharomyces cerevisiae]
OG0001014	6183.Smp_066990.1	NC_001140 Protein component of the small _40S_ ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; has similarity to E. coli S10 and rat S20 ribosomal proteins [Saccharomyces cerevisiae]
OG0001015	6183.Smp_067260.1	NC_001134 B subunit of DNA polymerase alpha-primase complex_ required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation [Saccharomyces cerevisiae]
OG0001016	6183.Smp_067420.1	NC_001147 U2-snRNP associated splicing factor with similarity to the mammalian splicing factor SAP49; proposed to function as a U2-snRNP assembly factor along with Hsh155p and binding partner Cus1p; contains two RNA recognition motifs _RRM_ [Saccharomyces cerevisiae]
OG0001017	6183.Smp_067780.1	NC_001134 Non-essential tetra-spanning membrane protein found mostly in the late Golgi_ can suppress some sed5 alleles; may be part of the transport machinery_ but precise function is unknown; similar to mammalian syntaxin 5 [Saccharomyces cerevisiae]
OG0001018	6183.Smp_067890.1	NC_001145 Alpha 2 subunit of the 20S proteasome [Saccharomyces cerevisiae]
OG0001019	6183.Smp_068230.1, 6183.Smp_175040.1	
OG0001020	6183.Smp_068240.1, 6183.Smp_165420.1	
OG0001021	6183.Smp_068270.4	NC_001139 Trimeric heat shock transcription factor_ activates multiple genes in response to stresses that include hyperthermia; recognizes variable heat shock elements _HSEs_ consisting of inverted NGAAN repeats; posttranslationally regulated [Saccharomyces cerevisiae]
OG0001022	6183.Smp_068420.1	NC_001144 Core Sm protein Sm D3; part of heteroheptameric complex _with Smb1p_ Smd1p_ Smd2p_ Sme1p_ Smx3p_ and Smx2p_ that is part of the spliceosomal U1_ U2_ U4_ and U5 snRNPs; homolog of human Sm D3 [Saccharomyces cerevisiae]
OG0001023	6183.Smp_068480.1	NC_001145 Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES_ Sed5p and Pep12p; required for multiple vacuolar sorting pathways [Saccharomyces cerevisiae]
OG0001024	6183.Smp_068920.3	NC_001144 Pseudouridine synthase catalytic subunit of box H/ACA small nucleolar ribonucleoprotein particles _snoRNPs__ acts on both large and small rRNAs and on snRNA U2 [Saccharomyces cerevisiae]
OG0001025	6183.Smp_068950.1, 6183.Smp_212260.1	
OG0001026	6183.Smp_070070.1	NC_001142 Subunit of cleavage polyadenylation factor _CPF__ interacts directly with poly_A_ polymerase _Pap1p_ to regulate its activity [Saccharomyces cerevisiae]
OG0001027	6183.Smp_070690.1	NC_001143 Subunit of the anaphase-promoting complex/cyclosome _APC/C__ which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors_ including mitotic cyclins_ during the metaphase/anaphase transition; required for sporulation [Saccharomyces cerevisiae]
OG0001028	6183.Smp_070710.1	NC_001142 Farnesyl pyrophosphate synthetase_ has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis [Saccharomyces cerevisiae]
OG0001029	6183.Smp_070780.1, 6183.Smp_135100.1	
OG0001030	6183.Smp_071020.1, 6183.Smp_135260.1	
OG0001031	6183.Smp_071150.1, 6183.Smp_147220.1	
OG0001032	6183.Smp_071390.1	NC_001143 Uridylate kinase_ catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines_ converting uridine monophosphate _UMP_ into uridine-5'-diphosphate _UDP_ [Saccharomyces cerevisiae]
OG0001033	6183.Smp_071570.1	NC_001139 TFIIIB B-related factor_ one of three subunits of RNA polymerase III transcription initiation factor TFIIIB_ binds TFIIIC and TBP and recruits RNA pol III to promoters_ amino-terminal half is homologous to TFIIB [Saccharomyces cerevisiae]
OG0001034	6183.Smp_071830.1	NC_001143 TFIIA small subunit; involved in transcriptional activation_ acts as antirepressor or as coactivator; homologous to smallest subunit of human and Drosophila TFIIA [Saccharomyces cerevisiae]
OG0001035	6183.Smp_071840.1, 6183.Smp_199860.1	
OG0001036	6183.Smp_071980.1, 6183.Smp_089230.1	
OG0001037	6183.Smp_072100.1	NC_001135 Component of the CCR4-NOT complex_ which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor [Saccharomyces cerevisiae]
OG0001038	6183.Smp_072140.1	NC_001148 GTP-binding protein of the rho subfamily of Ras-like proteins_ involved in establishment of cell polarity; regulates protein kinase C _Pkc1p_ and the cell wall synthesizing enzyme 1_3-beta-glucan synthase _Fks1p and Gsc2p_ [Saccharomyces cerevisiae]
OG0001039	6183.Smp_072190.1, 6183.Smp_161340.1	
OG0001040	6183.Smp_072340.1	NC_001136 One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; substrate of N-acetyltransferase B [Saccharomyces cerevisiae]
OG0001041	6183.Smp_072790.1	NC_001142 Essential_ conserved_ cytoplasmic ATPase; phosphorylated by the Pcl1p-Pho85p kinase complex [Saccharomyces cerevisiae]
OG0001042	6183.Smp_072800.1, 6183.Smp_078220.1	
OG0001043	6183.Smp_072990.1, 6183.Smp_210330.1	
OG0001044	6183.Smp_073410.1	NC_001147 Beta 2 subunit of the 20S proteasome; endopeptidase with trypsin-like activity that cleaves after basic residues; synthesized as a proprotein before being proteolytically processed for assembly into 20S particle; human homolog is subunit Z [Saccharomyces cerevisiae]
OG0001045	6183.Smp_073560.2	NC_001146 Protein required for the transport of amino acid permease Gap1p from the Golgi to the cell surface; component of the TOR signaling pathway; associates with both Tor1p and Tor2p; contains a WD-repeat [Saccharomyces cerevisiae]
OG0001046	6183.Smp_073570.1	NC_001148 RNA polymerase subunit ABC23_ common to RNA polymerases I_ II_ and III; part of central core; similar to bacterial omega subunit [Saccharomyces cerevisiae]
