Orthogroup	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0002084	6183.Smp_079920.1	NP_495693.1	AAF45977.1	NP_011105.4
OG0002085	6183.Smp_080280.1	NP_504355.1	NP_476996.1	NP_014837.1
OG0002086	6183.Smp_080550.1	NP_498808.2	AAF55688.1	NP_011689.1
OG0002087	6183.Smp_080680.1, 6183.Smp_150300.1	NP_508148.1	NP_573001.2	
OG0002088	6183.Smp_080840.1	NP_505627.1	AAF48180.2	NP_011906.1
OG0002089	6183.Smp_081450.1	NP_505573.1	AAF51181.1	NP_010872.1
OG0002090	6183.Smp_081510.1	NP_501870.1	AAF48988.1	NP_012292.3
OG0002091	6183.Smp_081820.3	NP_495430.1	AAF47807.1	NP_010269.1
OG0002092	6183.Smp_081900.2, 6183.Smp_081920.1, 6183.Smp_166340.1, 6183.Smp_166350.1			
OG0002093	6183.Smp_082120.1	NP_495286.1	NP_572610.1	NP_010280.1
OG0002094	6183.Smp_082710.1	NP_506467.1	AAF56862.1	NP_011468.1
OG0002095	6183.Smp_082790.1	NP_502859.2	AAF49614.1	NP_015203.1
OG0002096	6183.Smp_082800.1	NP_499317.2	AAF51247.3	NP_010475.1
OG0002097	6183.Smp_082810.2	NP_495598.1	NP_523414.1	NP_013330.1
OG0002098	6183.Smp_082860.1	NP_507683.2	NP_524826.1	NP_014544.1
OG0002099	6183.Smp_083020.1	NP_498092.4	AAF45404.1	NP_014159.1
OG0002100	6183.Smp_083030.1, 6183.Smp_159540.1	NP_509188.3	AAF54520.3	
OG0002101	6183.Smp_083120.1	NP_495812.1	NP_609358.1	NP_010663.1
OG0002102	6183.Smp_083130.1	NP_496076.1	AAF50082.1, AAF52795.2	
OG0002103	6183.Smp_083150.1	NP_506071.1	AAF54042.2	NP_013373.1
OG0002104	6183.Smp_083180.2	NP_492523.1	NP_524867.2	NP_010626.1
OG0002105	6183.Smp_083200.2	NP_495684.2	AAF48139.1, NP_524003.1	
OG0002106	6183.Smp_083530.1	NP_497964.1, NP_502751.1		NP_013875.1
OG0002107	6183.Smp_084090.1, 6183.Smp_148200.1	NP_492193.2	NP_523525.2	
OG0002108	6183.Smp_084380.1	NP_502553.2	AAF55578.2	NP_013379.1
OG0002109	6183.Smp_084400.2	NP_508444.1	NP_611536.1	NP_010541.3
OG0002110	6183.Smp_084460.1	NP_506180.1	AAF47742.1, AAF47743.2	
OG0002111	6183.Smp_084540.2	NP_502414.1, NP_502415.1	NP_611023.1	
OG0002112	6183.Smp_084600.1	NP_507025.1, NP_507026.1	AAF46705.3	
OG0002113	6183.Smp_084620.1	NP_501750.1	NP_477136.1	NP_013753.1
OG0002114	6183.Smp_084740.1	NP_497006.1	AAF52908.1	NP_116665.1
OG0002115	6183.Smp_084810.1	NP_498408.1	NP_572236.3	NP_014178.1
OG0002116	6183.Smp_084870.1	NP_498068.1	NP_610999.4	NP_010514.3
OG0002117	6183.Smp_084900.1	NP_499106.1	AAF56977.1	NP_012951.1
OG0002118	6183.Smp_085310.2	NP_498869.1	NP_477300.1	NP_010938.1
OG0002119	6183.Smp_085500.1	NP_506055.2	NP_608834.1	NP_015239.1
OG0002120	6183.Smp_085520.1	NP_501040.1	NP_524237.1	NP_014977.3
OG0002121	6183.Smp_086460.1	NP_498392.2	AAF51302.2	NP_014260.3
OG0002122	6183.Smp_086710.1	NP_498174.1	NP_609416.1	NP_014527.1
OG0002123	6183.Smp_086900.1	NP_495816.1	NP_524098.2	NP_009723.3
OG0002124	6183.Smp_086960.1	NP_492468.2	NP_611097.2	NP_012489.2
OG0002125	6183.Smp_087010.1	NP_506017.1	P54358.2	NP_010181.2
OG0002126	6183.Smp_087270.1	NP_498201.1	NP_610269.1	NP_011395.1
OG0002127	6183.Smp_087440.1	NP_498045.2	NP_511166.2	NP_011736.1
OG0002128	6183.Smp_087860.1	NP_502698.2	Q9VTZ6.1	NP_116609.1
OG0002129	6183.Smp_087920.1	NP_498037.2	AAF50102.1	NP_015322.1
OG0002130	6183.Smp_087980.1	NP_491357.1	NP_572404.1	NP_014733.1
OG0002131	6183.Smp_088250.1	NP_497548.2	NP_476848.1	NP_014373.3
OG0002132	6183.Smp_088700.1, 6183.Smp_088720.1, 6183.Smp_170410.1, 6183.Smp_170420.1			
OG0002133	6183.Smp_088990.1	NP_498196.1, NP_498200.1		NP_013643.1
OG0002134	6183.Smp_089590.1	NP_499174.3	AAF54442.1	NP_010918.1
OG0002135	6183.Smp_089630.1	NP_499890.2, NP_499914.1	AAF56390.1	
OG0002136	6183.Smp_089640.2	NP_495992.1	NP_477101.1	NP_013059.1
OG0002137	6183.Smp_089780.1, 6183.Smp_099640.1, 6183.Smp_179310.1, 6183.Smp_205110.1			
OG0002138	6183.Smp_089880.1	NP_502171.1	NP_536791.1, NP_610228.1	
OG0002139	6183.Smp_090440.1	NP_499069.1	AAF53963.1	NP_011932.2
OG0002140	6183.Smp_090800.1	NP_490843.1	AAF54806.2	NP_116661.1
OG0002141	6183.Smp_090860.1	NP_507732.1	NP_524946.1	NP_011639.3
OG0002142	6183.Smp_090890.1	NP_497696.2, NP_498527.1, NP_498528.1		
OG0002143	6183.Smp_091730.1	NP_492437.1	AAF54838.1	NP_015002.3
OG0002144	6183.Smp_091770.1	NP_499882.1	AAF50977.1	NP_012906.3
OG0002145	6183.Smp_092170.1	NP_498807.2	AAF47620.1	NP_010575.1
OG0002146	6183.Smp_092280.1	NP_496177.2	NP_523668.3	NP_015007.1
OG0002147	6183.Smp_092380.1	NP_499144.1	NP_511117.1	NP_009990.1
OG0002148	6183.Smp_092390.1	NP_494789.1, NP_494790.2	AAF55174.1	
OG0002149	6183.Smp_092490.1	NP_492445.1	AAF56901.1, NP_573097.1	
OG0002150	6183.Smp_092500.1	NP_497626.1	AAF45851.2, NP_608930.1	
OG0002151	6183.Smp_092530.2	NP_493516.1	NP_572527.2	NP_015354.1
OG0002152	6183.Smp_092750.1	NP_492761.1	AAF57188.4	NP_012856.1
OG0002153	6183.Smp_092770.1	NP_501854.1	NP_524608.1	NP_014112.1
OG0002154	6183.Smp_092850.3	NP_505853.1	AAF48462.1, AAF52231.1	
OG0002155	6183.Smp_092950.1	NP_491321.1	NP_610046.4	NP_014797.1
OG0002156	6183.Smp_093100.1	NP_503036.1	AAF50982.3, NP_477208.1	
OG0002157	6183.Smp_093320.1	NP_492679.1	AAF58753.1	NP_058135.1
OG0002158	6183.Smp_093370.2	NP_492252.1, P34692.3	Q9VSH9.1	
OG0002159	6183.Smp_093670.1	NP_498228.1	Q9VTU1.3	NP_009776.1
OG0002160	6183.Smp_093740.3	NP_501375.2	AAF51221.2	NP_014403.3
OG0002161	6183.Smp_093750.2	NP_490930.1	NP_573130.1	NP_012540.3
OG0002162	6183.Smp_093800.1	NP_499991.1, NP_499992.1	XP_079544.1	
OG0002163	6183.Smp_093930.2, 6183.Smp_165470.1	NP_495962.2	NP_476759.1	
OG0002164	6183.Smp_094020.1	NP_492779.1	Q9VD51.2	NP_014017.1
OG0002165	6183.Smp_094050.2	NP_490888.2	NP_610333.1	NP_011889.1
OG0002166	6183.Smp_094140.1	NP_499170.1	NP_511065.1	NP_011314.2
OG0002167	6183.Smp_094330.1	NP_505387.1, NP_505388.1	AAF56220.3	
OG0002168	6183.Smp_094340.1	NP_502300.2, NP_509859.1	AAF54484.1	
OG0002169	6183.Smp_094880.1	NP_497961.1	AAF58416.2	NP_010905.1
OG0002170	6183.Smp_094930.1	NP_500019.2, NP_510462.2	AAF55492.1	
OG0002171	6183.Smp_095150.1	NP_490960.1	Q24208.1	NP_010942.1
OG0002172	6183.Smp_095590.1	NP_508023.1	NP_525050.1	NP_014434.1
OG0002173	6183.Smp_095680.1	NP_498692.2	AAF47873.1	NP_010185.1
OG0002174	6183.Smp_095920.1	NP_493728.1	NP_523434.2	NP_013378.1
OG0002175	6183.Smp_096200.1	NP_492379.1	AAF51525.2	NP_013631.1
OG0002176	6183.Smp_096240.1	NP_497292.1, NP_510277.1	NP_610795.1	
OG0002177	6183.Smp_096360.1	NP_498521.1	AAF48768.2	NP_012602.3
OG0002178	6183.Smp_096750.1	NP_498393.1	NP_476938.1	NP_010349.3
OG0002179	6183.Smp_096810.1	NP_503141.1	AAF51159.2	NP_013967.1
OG0002180	6183.Smp_096910.1	NP_495685.1	AAF52930.2	NP_014644.1
OG0002181	6183.Smp_097370.1	NP_491004.1	NP_610001.1	NP_013481.3
OG0002182	6183.Smp_097490.1, 6183.Smp_212780.1	NP_491219.1	AAF49479.1	
OG0002183	6183.Smp_097590.1	NP_493377.1	NP_524838.1	NP_011608.1
OG0002184	6183.Smp_097620.1	NP_493230.1	NP_610398.1	NP_012636.1
OG0002185	6183.Smp_097750.1, 6183.Smp_097800.3	NP_496366.1	AAF49961.3	
OG0002186	6183.Smp_097820.1, 6183.Smp_133420.1	NP_506224.1	AAF59340.3	
OG0002187	6183.Smp_098450.1	NP_496178.1	NP_523429.1	NP_010784.1
OG0002188	6183.Smp_098650.1	NP_492747.1, NP_492749.2	AAF51089.1	
OG0002189	6183.Smp_098980.1	NP_507718.1	AAF58986.2	NP_011761.3
OG0002190	6183.Smp_099170.1	NP_492361.2	NP_477419.1	NP_012243.3
OG0002191	6183.Smp_099310.1	NP_507877.1	AAF51978.2	NP_015507.1
OG0002192	6183.Smp_099900.1	NP_492148.2	XP_080734.1	NP_014734.2
OG0002193	6183.Smp_100030.1	NP_504245.3	AAF49383.1	NP_015107.1
OG0002194	6183.Smp_100110.1	NP_501726.1	AAF54617.1	NP_075207.1
OG0002195	6183.Smp_100360.1, 6183.Smp_125310.1, 6183.Smp_135200.1, 6183.Smp_157500.1			
OG0002196	6183.Smp_100380.1	NP_493627.1	AAF51021.3	NP_012463.1
OG0002197	6183.Smp_101240.1	NP_491792.1	NP_572448.1	NP_116631.1
OG0002198	6183.Smp_101290.2	NP_505657.1	AAF48621.1	NP_010255.1
OG0002199	6183.Smp_101300.1	NP_499295.2	NP_569898.1	NP_015317.1
OG0002200	6183.Smp_101370.1	NP_495474.2, NP_495478.1	NP_610287.2	
OG0002201	6183.Smp_102040.1	NP_501859.1	NP_477269.1	NP_013834.1
OG0002202	6183.Smp_102280.1	NP_491548.1	NP_477100.2	NP_013544.1
OG0002203	6183.Smp_102400.1	NP_510324.2	AAF47918.1, CAB65849.1	
OG0002204	6183.Smp_102450.1	NP_495445.2	P56175.3	NP_014633.1
OG0002205	6183.Smp_102820.1	NP_491972.1	AAF57847.2	NP_012018.1
OG0002206	6183.Smp_102840.1	NP_505180.1	NP_523473.2	NP_011859.1
OG0002207	6183.Smp_103200.1	NP_499094.1	Q9V7D2.1	NP_010863.1
OG0002208	6183.Smp_103460.1	NP_492209.1	NP_524043.1	NP_015087.1
OG0002209	6183.Smp_103540.2	NP_499129.2, NP_499130.2	NP_476605.1	
OG0002210	6183.Smp_103570.1	NP_508627.5	AAF49104.1	NP_014238.3
OG0002211	6183.Smp_103830.2	NP_504477.2	AAF52201.2, NP_608895.1	
OG0002212	6183.Smp_103930.5	NP_496282.2	AAF56419.1	NP_014180.1
OG0002213	6183.Smp_104330.1	NP_504700.2	AAF54625.1	NP_010432.3
OG0002214	6183.Smp_104500.1	NP_499618.1	AAF58378.3	NP_009376.2
OG0002215	6183.Smp_104520.1	NP_508187.1	AAF54403.1	NP_011420.3
OG0002216	6183.Smp_104580.1	NP_498620.1	NP_610298.2	NP_012414.1
OG0002217	6183.Smp_104630.1	NP_498476.1	AAF46145.1	NP_010449.1
OG0002218	6183.Smp_104870.1	NP_505763.1	NP_572778.1	NP_015174.1
OG0002219	6183.Smp_104960.1	NP_508544.2	AAF58709.1	NP_010756.3
OG0002220	6183.Smp_105700.1	NP_496710.1	AAF49564.4	NP_011099.1
OG0002221	6183.Smp_105860.1	NP_505950.1	NP_511093.2	NP_009370.1
OG0002222	6183.Smp_105930.1	NP_498398.1	AAF56280.2	NP_013956.1
OG0002223	6183.Smp_105960.1	NP_501006.1	AAF51678.1	NP_011801.1
OG0002224	6183.Smp_106040.1	NP_491541.1	AAF52110.3	NP_009787.3
OG0002225	6183.Smp_106130.2	NP_504291.1	AAF58270.1	NP_012579.1
OG0002226	6183.Smp_108600.1, 6183.Smp_175890.1, 6183.Smp_181700.1, 6183.Smp_187110.1			
OG0002227	6183.Smp_108610.1, 6183.Smp_177780.1	NP_500781.2, NP_507773.1		
OG0002228	6183.Smp_110050.1, 6183.Smp_120420.1, 6183.Smp_164810.1, 6183.Smp_182530.1			
OG0002229	6183.Smp_112520.1, 6183.Smp_178360.1	NP_501090.1	AAF54073.1	
OG0002230	6183.Smp_113530.1, 6183.Smp_178240.1, 6183.Smp_184460.1, 6183.Smp_185350.1			
OG0002231	6183.Smp_113620.3	NP_495013.1, NP_495014.1	AAF43415.1	
OG0002232	6183.Smp_114160.1	NP_497417.2	AAF56060.2	NP_013815.1
OG0002233	6183.Smp_115060.1	NP_504837.1	NP_477240.1	NP_009872.1
OG0002234	6183.Smp_118100.1	NP_495981.1	AAF58420.2, NP_476962.1	
OG0002235	6183.Smp_118750.1	NP_496983.1	AAF49583.1	NP_012762.1
OG0002236	6183.Smp_118830.1	NP_501145.1	NP_611539.1	NP_012918.1
OG0002237	6183.Smp_118890.1, 6183.Smp_120260.1, 6183.Smp_168440.1, 6183.Smp_193740.1			
OG0002238	6183.Smp_119140.1, 6183.Smp_161760.1, 6183.Smp_201920.1, 6183.Smp_203290.1			
OG0002239	6183.Smp_119920.1	NP_506690.1	NP_611685.1	NP_010200.1
OG0002240	6183.Smp_119980.1	NP_495908.2	AAF52848.1	NP_015231.2
OG0002241	6183.Smp_120080.2	NP_499556.1	NP_525122.1	NP_012409.1
OG0002242	6183.Smp_120350.1	NP_502358.1	AAF46323.1	NP_011005.1
OG0002243	6183.Smp_120360.1	NP_501757.1	NP_524929.1	NP_012485.1
OG0002244	6183.Smp_120740.1	NP_495323.1	AAF46853.2	NP_009551.2
OG0002245	6183.Smp_121430.2	NP_494913.1	Q9XYN7.1	NP_011020.3
OG0002246	6183.Smp_121640.1	NP_507701.1	P41900.2	NP_011519.3
OG0002247	6183.Smp_121790.1	NP_492067.1	NP_523598.2	NP_014793.1
OG0002248	6183.Smp_121810.1	NP_500150.2	AAF54051.1	NP_012162.3
OG0002249	6183.Smp_122780.1	NP_492096.1	AAF47943.1	NP_013486.3
OG0002250	6183.Smp_122830.1	NP_499307.1	AAF55196.2	NP_011694.3
OG0002251	6183.Smp_122840.1	NP_505024.2	NP_573098.1	NP_015366.1
OG0002252	6183.Smp_123040.1, 6183.Smp_130050.1		AAF56236.2	NP_014587.1
OG0002253	6183.Smp_123240.1	NP_501094.1	NP_572881.1	NP_010894.1
OG0002254	6183.Smp_123500.1	NP_498895.1	NP_476591.1	NP_013847.1
OG0002255	6183.Smp_123510.1	NP_498411.1	AAF54353.1	NP_015280.1
OG0002256	6183.Smp_123520.1	NP_503353.2	AAF49200.3	NP_012982.2
OG0002257	6183.Smp_123610.1	NP_496542.1	AAF54342.1	NP_009655.2
OG0002258	6183.Smp_123650.1	NP_505187.1, NP_505188.3	AAF47668.1	
OG0002259	6183.Smp_123810.1	NP_506316.1, NP_506317.2	AAF48174.1	
OG0002260	6183.Smp_124120.1	NP_501489.3	AAF50735.1	NP_015501.2
OG0002261	6183.Smp_124220.1	NP_490660.1	AAF58883.1	NP_009820.1
OG0002262	6183.Smp_124230.1	NP_501887.2	NP_524583.1	NP_011021.3
OG0002263	6183.Smp_124390.1	NP_498406.1	AAF49704.1, NP_572995.1	
OG0002264	6183.Smp_124430.1	NP_494441.1	AAF48830.2	NP_010524.3
OG0002265	6183.Smp_124460.1	NP_499717.1	AAF50342.1	NP_010376.3
OG0002266	6183.Smp_124640.1	NP_507684.4	AAF54713.4, AAF54715.1	
OG0002267	6183.Smp_124860.1	NP_497875.1	NP_609766.1	NP_010723.1
OG0002268	6183.Smp_124920.1	NP_493547.1	AAF09172.1	NP_013576.1
OG0002269	6183.Smp_124930.1, 6183.Smp_153440.1	NP_491159.3	AAF48276.2	
OG0002270	6183.Smp_124940.1	NP_502861.1	AAF50293.2	NP_015071.1
OG0002271	6183.Smp_125550.1	NP_496328.2, NP_496329.2	AAD55412.1	
OG0002272	6183.Smp_125680.1	NP_498248.2	AAF59191.2	NP_015158.1
OG0002273	6183.Smp_126080.1	NP_508183.1	NP_476681.1, NP_524988.1	
OG0002274	6183.Smp_126110.1	NP_492257.1	AAF51954.1, AAF52059.2	
OG0002275	6183.Smp_126140.1, 6183.Smp_170280.1, 6183.Smp_173540.1, 6183.Smp_181010.1			
OG0002276	6183.Smp_126200.1	NP_501226.2	NP_573174.1	NP_010852.4
OG0002277	6183.Smp_126300.1	NP_493280.1	AAF51860.1	NP_011348.1
OG0002278	6183.Smp_126370.1	NP_491961.1	NP_610630.1	NP_009712.1
OG0002279	6183.Smp_126460.1	NP_499311.2	AAF54041.1	NP_015088.1
OG0002280	6183.Smp_126490.1	NP_492796.1	AAF49134.1	NP_009531.1
OG0002281	6183.Smp_126520.1	NP_491710.2	NP_477448.1	NP_011861.1
OG0002282	6183.Smp_126720.1	NP_505803.1	AAF54193.2	NP_012584.3
OG0002283	6183.Smp_126730.1, 6183.Smp_148210.1	NP_508474.1	NP_524599.1	
OG0002284	6183.Smp_126760.1	NP_506153.1		NP_116648.2, NP_116649.1
OG0002285	6183.Smp_126910.1	NP_491653.2	AAF58744.1	NP_009984.1
OG0002286	6183.Smp_127040.1	NP_502664.2	AAF48748.2, AAF48749.2	
OG0002287	6183.Smp_127050.1	NP_506070.1	AAF46847.3	NP_014149.1
OG0002288	6183.Smp_127100.1	NP_496826.2	AAF57437.2	NP_011346.1
OG0002289	6183.Smp_127160.1	NP_492855.1	AAF57568.1	NP_013789.1
OG0002290	6183.Smp_127250.1	NP_498617.2, NP_498618.1	AAF48025.4	
OG0002291	6183.Smp_127310.1, 6183.Smp_127720.1	NP_505478.2	AAF45375.2	
OG0002292	6183.Smp_127340.1	NP_498423.1, NP_510569.1	AAF59336.2	
OG0002293	6183.Smp_127680.1	NP_510431.1	AAF46135.3	NP_012567.3
OG0002294	6183.Smp_127780.1, 6183.Smp_140100.1	NP_490786.2	AAF49537.2	
OG0002295	6183.Smp_127840.1	NP_491956.1, NP_491957.1	AAF56356.3	
OG0002296	6183.Smp_128050.1	NP_490716.1	AAF53575.1	NP_011276.1
OG0002297	6183.Smp_128120.1	NP_492104.2	AAF56339.1	NP_012933.4
OG0002298	6183.Smp_128200.2	NP_500918.2, NP_500919.1	NP_477025.1	
OG0002299	6183.Smp_128350.1	NP_492723.1, NP_495902.1	AAF50759.1	
OG0002300	6183.Smp_128380.1	NP_509693.2	AAF49409.2	NP_010110.1
OG0002301	6183.Smp_128500.1	NP_505831.1	AAF47420.2, AAF49813.1	
OG0002302	6183.Smp_128570.1	NP_493364.1	NP_573096.1, NP_609864.1	
OG0002303	6183.Smp_128580.1	NP_495350.4	AAF58071.2, NP_608672.1	
OG0002304	6183.Smp_128610.1	NP_493394.1	AAF57334.2, NP_610013.1	
OG0002305	6183.Smp_128690.1	NP_495209.1	AAF54512.1	NP_013914.1
OG0002306	6183.Smp_128810.1	NP_496426.1	XP_080607.1	NP_012547.2
OG0002307	6183.Smp_128840.1	NP_491093.1	AAF55145.2	NP_010692.3
OG0002308	6183.Smp_128960.1	NP_500378.1	AAF50190.2	NP_009971.1
OG0002309	6183.Smp_128980.1	NP_504502.1	NP_609441.1	NP_010302.1
OG0002310	6183.Smp_129000.1, 6183.Smp_133070.1, 6183.Smp_133080.1, 6183.Smp_133090.1			
OG0002311	6183.Smp_129210.1	NP_493528.1	AAF49462.1	NP_011701.3
OG0002312	6183.Smp_129320.1	NP_492303.1	AAF47383.2	NP_013940.1
OG0002313	6183.Smp_129500.1	NP_496872.1	NP_523743.1	NP_014986.3
OG0002314	6183.Smp_129590.1, 6183.Smp_158530.1, 6183.Smp_158540.1			NP_010816.4
OG0002315	6183.Smp_129630.1	NP_505653.1	AAF50409.1	NP_014886.1
OG0002316	6183.Smp_129760.1	NP_506870.1	AAF50703.1	NP_011073.1
OG0002317	6183.Smp_129770.1	NP_494276.2	AAF59118.2, NP_611005.1	
OG0002318	6183.Smp_130040.1	NP_492790.1	AAF45756.3, NP_525045.3	
OG0002319	6183.Smp_130340.1	NP_508177.2	AAF47375.2	NP_014132.1
OG0002320	6183.Smp_130610.1	NP_496448.1	AAF45720.2	NP_010080.1
OG0002321	6183.Smp_130680.1	NP_498047.2	NP_476706.1	NP_014794.3
OG0002322	6183.Smp_130800.1	NP_498519.1	NP_610427.2	NP_011421.1
OG0002323	6183.Smp_130850.1	NP_492384.1	NP_611136.1	NP_014602.1
OG0002324	6183.Smp_130920.1	NP_491908.2, NP_491909.2	AAF57640.2	
OG0002325	6183.Smp_131000.1	NP_498400.1, NP_498401.2	AAF52182.2	
OG0002326	6183.Smp_131070.1	NP_499379.2	AAF56915.1	NP_013374.1
OG0002327	6183.Smp_131090.1	NP_497616.1	AAD34738.1	NP_012183.2
OG0002328	6183.Smp_131100.1	NP_500581.1	NP_572246.1	NP_009533.1
OG0002329	6183.Smp_131150.1	NP_496283.1	AAF55107.3	NP_014643.1
OG0002330	6183.Smp_131360.1	NP_491652.1	NP_611467.1	NP_009700.1
OG0002331	6183.Smp_131560.1	NP_492423.2	AAF47230.1	NP_014004.1
OG0002332	6183.Smp_131650.1	NP_497566.3, NP_501033.1	AAF56380.2	
OG0002333	6183.Smp_131670.1	NP_502081.1	NP_476635.1	NP_011841.1
OG0002334	6183.Smp_132050.1, 6183.Smp_161080.1	NP_493555.1		NP_011287.1
OG0002335	6183.Smp_132350.1	NP_504292.2	AAF54043.1	NP_013102.1
OG0002336	6183.Smp_132370.1	NP_497732.1, NP_497733.1	NP_612031.3	
OG0002337	6183.Smp_132590.1	NP_506581.1	AAF50106.3	NP_010345.3
OG0002338	6183.Smp_132620.2	NP_495161.1	NP_572320.2	NP_009738.1
OG0002339	6183.Smp_132640.1	NP_496711.1	AAF48491.2	NP_015438.1
OG0002340	6183.Smp_132690.1	NP_501067.1	NP_524156.1	NP_015089.1
OG0002341	6183.Smp_132770.1	NP_494561.1, NP_509382.2, NP_509383.2		
OG0002342	6183.Smp_133160.1	NP_502334.2	AAF55268.1	NP_014374.1
OG0002343	6183.Smp_133270.1	NP_506144.1	AAD55437.1	NP_013308.1
OG0002344	6183.Smp_133320.1	NP_498516.3	AAF58926.3	NP_010017.2
OG0002345	6183.Smp_133350.1	NP_499919.1	NP_610484.1	NP_015232.1
OG0002346	6183.Smp_133390.1	NP_492189.2	NP_609238.1	NP_013564.1
OG0002347	6183.Smp_133470.1	NP_497077.2	AAF47253.2	NP_015282.1
OG0002348	6183.Smp_133740.1	NP_493575.2, NP_493576.1	NP_611735.1	
OG0002349	6183.Smp_134010.1	NP_503138.1	NP_572532.1	NP_011727.3
OG0002350	6183.Smp_134020.1	NP_491526.1	AAF50592.1	NP_009469.2
OG0002351	6183.Smp_134060.1	NP_494781.1	AAF49638.2	NP_013090.1
OG0002352	6183.Smp_134400.1	NP_499570.1	NP_476596.1	NP_009793.1
OG0002353	6183.Smp_134420.1	NP_495470.1	NP_610554.1	NP_012916.1
OG0002354	6183.Smp_134430.1	NP_510672.2	NP_476879.1, NP_524487.2	
OG0002355	6183.Smp_134590.1	NP_492093.1, NP_492094.1	AAF59405.4	
OG0002356	6183.Smp_134690.1	NP_491746.1	AAF54999.1, NP_524825.1	
OG0002357	6183.Smp_134940.1	NP_496845.2, NP_496846.1	AAF57738.2	
OG0002358	6183.Smp_135120.1	NP_496956.1	NP_611270.1	NP_013764.1
OG0002359	6183.Smp_135280.1	NP_493386.1	NP_609675.2	NP_010454.3
OG0002360	6183.Smp_135380.1	NP_508976.1	AAF59146.3, P05084.2	
OG0002361	6183.Smp_135480.1	NP_508511.1	AAF57219.4, NP_523613.4	
OG0002362	6183.Smp_135500.1, 6183.Smp_179590.1	NP_491544.3	AAF53675.3	
OG0002363	6183.Smp_135510.1	NP_508085.2, NP_509928.3		NP_012660.1
OG0002364	6183.Smp_135570.1	NP_495681.4, NP_495682.1	NP_511165.1	
OG0002365	6183.Smp_135660.1	NP_499588.1, NP_510384.2	AAF58167.2	
OG0002366	6183.Smp_136010.1	NP_495256.1	AAF55529.1	NP_013230.1
OG0002367	6183.Smp_136110.1, 6183.Smp_172990.1	NP_506126.2	AAF52412.2	
OG0002368	6183.Smp_136170.1	NP_491673.1, NP_505396.2	AAF51938.1	
OG0002369	6183.Smp_136290.1	NP_498984.1	AAF54756.1, AAF56158.1	
OG0002370	6183.Smp_136520.1	NP_499239.1	AAF51879.2	NP_013105.1
OG0002371	6183.Smp_136570.1	NP_501646.1, NP_501647.2	AAF52611.4	
OG0002372	6183.Smp_136580.1	NP_491337.1	AAF50421.2	NP_012450.1
OG0002373	6183.Smp_136910.1	NP_502126.1, NP_502648.2	NP_573044.1	
OG0002374	6183.Smp_136970.1	NP_491486.1	AAF56231.1	NP_116647.1
OG0002375	6183.Smp_137020.1	NP_497582.3	AAF57812.3, NP_524404.1	
OG0002376	6183.Smp_137150.1	NP_510342.1	AAF52171.4, AAF52172.2	
OG0002377	6183.Smp_137190.1	NP_495183.1	NP_511094.1	NP_010163.1
OG0002378	6183.Smp_137380.1	NP_491217.1	AAF45312.1	NP_013116.1
OG0002379	6183.Smp_137430.1	NP_491953.1	AAF47416.2	NP_013663.1
OG0002380	6183.Smp_137540.1	AAF39776.2, NP_499564.2	Q9VQ79.2	
OG0002381	6183.Smp_137590.1	NP_497843.1	Q9VEP1.1	NP_009617.3
OG0002382	6183.Smp_137920.1	NP_493531.1, NP_497000.1	NP_572928.1	
OG0002383	6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1			
OG0002384	6183.Smp_138150.1	NP_497694.3, NP_497695.3	AAF55053.2	
OG0002385	6183.Smp_138200.1	NP_490861.3	NP_608361.3	NP_013986.1
OG0002386	6183.Smp_138840.1	NP_498105.1	NP_523420.1	NP_014624.1
OG0002387	6183.Smp_138880.1	NP_497841.1, NP_508446.1	AAF50154.3	
OG0002388	6183.Smp_138920.1	NP_507507.1	AAF49212.1, NP_609720.1	
OG0002389	6183.Smp_139180.1	NP_503964.2, NP_503965.2	NP_524155.1	
OG0002390	6183.Smp_139220.1	NP_493572.2	AAF47013.1, AAF50967.3	
OG0002391	6183.Smp_139340.1	NP_493376.1	AAF45634.2, T13599	
OG0002392	6183.Smp_139480.1	NP_494806.1, NP_494807.1	AAF59329.4	
OG0002393	6183.Smp_139510.1	NP_496226.2, NP_496227.2	AAD38645.1	
OG0002394	6183.Smp_140440.1	NP_500791.2	AAF50969.1	NP_011391.2
OG0002395	6183.Smp_140530.1	NP_500069.1	NP_523915.1	NP_014547.1
OG0002396	6183.Smp_140680.1	NP_502166.1	NP_524110.1	NP_014942.4
OG0002397	6183.Smp_140690.1	NP_492476.1	NP_476708.1	NP_015335.1
OG0002398	6183.Smp_140890.1	NP_498785.1	NP_610735.1	NP_012035.1
OG0002399	6183.Smp_140980.1	NP_496149.3, NP_496150.1	AAF53700.2	
OG0002400	6183.Smp_141220.1	NP_505118.1	AAF58956.1	NP_014357.1
OG0002401	6183.Smp_141240.1	NP_502432.1	AAF50237.1	NP_015437.1
OG0002402	6183.Smp_141280.1, 6183.Smp_162450.1	NP_497603.3	AAF58476.1	
OG0002403	6183.Smp_141330.1	NP_494763.1	NP_610315.1	NP_015111.1
OG0002404	6183.Smp_141360.1	NP_505977.1	NP_610527.1	NP_011453.1
OG0002405	6183.Smp_141470.1	NP_502547.2	AAF52256.2	NP_015193.1
